date,lat,lon,tmin
1974-01-07,41.5,-71.5,-8.081929
1974-01-07,41.5,-70.5,-7.5584316
1974-01-07,42.5,-71.5,-10.892251
1974-01-07,42.5,-70.5,-8.992416
1974-01-08,41.5,-71.5,-10.692291
1974-01-08,41.5,-70.5,-10.122872
1974-01-08,42.5,-71.5,-12.309516
1974-01-08,42.5,-70.5,-10.765293
1974-01-09,41.5,-71.5,-13.360556
1974-01-09,41.5,-70.5,-12.954733
1974-01-09,42.5,-71.5,-16.122206
1974-01-09,42.5,-70.5,-14.832424
1974-01-10,41.5,-71.5,-10.549751
1974-01-10,41.5,-70.5,-9.685859
1974-01-10,42.5,-71.5,-13.375651
1974-01-10,42.5,-70.5,-11.66997
1974-01-11,41.5,-71.5,-6.7304773
1974-01-11,41.5,-70.5,-5.9533386
1974-01-11,42.5,-71.5,-9.486618
1974-01-11,42.5,-70.5,-7.736741
1974-01-12,41.5,-71.5,-11.802835
1974-01-12,41.5,-70.5,-10.991234
1974-01-12,42.5,-71.5,-14.04141
1974-01-12,42.5,-70.5,-12.273838
1974-01-13,41.5,-71.5,-17.456413
1974-01-13,41.5,-70.5,-16.474173
1974-01-13,42.5,-71.5,-21.56713
1974-01-13,42.5,-70.5,-19.354164
1974-01-14,41.5,-71.5,-18.598064
1974-01-14,41.5,-70.5,-17.286684
1974-01-14,42.5,-71.5,-22.146105
1974-01-14,42.5,-70.5,-19.572655
1974-01-15,41.5,-71.5,-6.305485
1974-01-15,41.5,-70.5,-5.2172704
1974-01-15,42.5,-71.5,-9.305204
1974-01-15,42.5,-70.5,-6.3828106
1974-01-16,41.5,-71.5,-4.958799
1974-01-16,41.5,-70.5,-5.665455
1974-01-16,42.5,-71.5,-7.1581507
1974-01-16,42.5,-70.5,-7.8014245
1974-01-17,41.5,-71.5,-13.928086
1974-01-17,41.5,-70.5,-14.021983
1974-01-17,42.5,-71.5,-17.348032
1974-01-17,42.5,-70.5,-17.14215
1974-01-18,41.5,-71.5,-19.503212
1974-01-18,41.5,-70.5,-17.939327
1974-01-18,42.5,-71.5,-24.478691
1974-01-18,42.5,-70.5,-22.247704
1974-01-19,41.5,-71.5,-11.180788
1974-01-19,41.5,-70.5,-9.343567
1974-01-19,42.5,-71.5,-15.309867
1974-01-19,42.5,-70.5,-11.935074
1974-01-20,41.5,-71.5,-11.992347
1974-01-20,41.5,-70.5,-11.098745
1974-01-20,42.5,-71.5,-16.185423
1974-01-20,42.5,-70.5,-14.3016205
1974-01-21,41.5,-71.5,-7.4167356
1974-01-21,41.5,-70.5,-6.826755
1974-01-21,42.5,-71.5,-10.63441
1974-01-21,42.5,-70.5,-8.549822
1974-01-22,41.5,-71.5,-1.9144068
1974-01-22,41.5,-70.5,-1.3299274
1974-01-22,42.5,-71.5,-2.9569464
1974-01-22,42.5,-70.5,-1.2639351
1974-01-23,41.5,-71.5,-3.5339074
1974-01-23,41.5,-70.5,-3.5422692
1974-01-23,42.5,-71.5,-3.5636115
1974-01-23,42.5,-70.5,-3.1980653
1974-01-24,41.5,-71.5,-2.104412
1974-01-24,41.5,-70.5,-1.7850957
1974-01-24,42.5,-71.5,-2.0069962
1974-01-24,42.5,-70.5,-1.2745275
1974-01-25,41.5,-71.5,-3.167942
1974-01-25,41.5,-70.5,-2.6972365
1974-01-25,42.5,-71.5,-4.3751864
1974-01-25,42.5,-70.5,-3.1997166
1974-01-26,41.5,-71.5,-4.9820614
1974-01-26,41.5,-70.5,-4.015684
1974-01-26,42.5,-71.5,-5.4575324
1974-01-26,42.5,-70.5,-3.7670212
1974-01-27,41.5,-71.5,0.54716396
1974-01-27,41.5,-70.5,0.9489422
1974-01-27,42.5,-71.5,-1.3516359
1974-01-27,42.5,-70.5,0.5478544
1974-01-28,41.5,-71.5,-0.5969372
1974-01-28,41.5,-70.5,-0.42601967
1974-01-28,42.5,-71.5,-0.52724075
1974-01-28,42.5,-70.5,0.12562466
1974-01-29,41.5,-71.5,-0.16405582
1974-01-29,41.5,-70.5,-0.2732935
1974-01-29,42.5,-71.5,-0.6937723
1974-01-29,42.5,-70.5,-0.03787422
1974-01-30,41.5,-71.5,-2.8255525
1974-01-30,41.5,-70.5,-2.9431057
1974-01-30,42.5,-71.5,-3.2276711
1974-01-30,42.5,-70.5,-2.948688
1974-01-31,41.5,-71.5,-2.7145262
1974-01-31,41.5,-70.5,-2.1440768
1974-01-31,42.5,-71.5,-3.3729844
1974-01-31,42.5,-70.5,-2.0506282
1974-02-01,41.5,-71.5,-6.3484964
1974-02-01,41.5,-70.5,-6.4494495
1974-02-01,42.5,-71.5,-8.124299
1974-02-01,42.5,-70.5,-7.9518185
1974-02-02,41.5,-71.5,-8.681035
1974-02-02,41.5,-70.5,-8.565097
1974-02-02,42.5,-71.5,-10.459554
1974-02-02,42.5,-70.5,-10.231208
1974-02-03,41.5,-71.5,-9.611648
1974-02-03,41.5,-70.5,-9.232404
1974-02-03,42.5,-71.5,-11.896188
1974-02-03,42.5,-70.5,-11.455208
1974-02-04,41.5,-71.5,-10.648839
1974-02-04,41.5,-70.5,-10.016609
1974-02-04,42.5,-71.5,-12.181621
1974-02-04,42.5,-70.5,-11.422564
1974-02-05,41.5,-71.5,-15.799906
1974-02-05,41.5,-70.5,-14.864283
1974-02-05,42.5,-71.5,-16.57587
1974-02-05,42.5,-70.5,-15.27019
1974-02-06,41.5,-71.5,-14.794186
1974-02-06,41.5,-70.5,-13.861488
1974-02-06,42.5,-71.5,-16.704277
1974-02-06,42.5,-70.5,-14.690811
1974-02-07,41.5,-71.5,-9.038288
1974-02-07,41.5,-70.5,-8.411119
1974-02-07,42.5,-71.5,-11.691259
1974-02-07,42.5,-70.5,-9.664463
1974-02-08,41.5,-71.5,-11.574115
1974-02-08,41.5,-70.5,-10.869472
1974-02-08,42.5,-71.5,-15.604847
1974-02-08,42.5,-70.5,-14.0703945
1974-02-09,41.5,-71.5,-12.59572
1974-02-09,41.5,-70.5,-11.48031
1974-02-09,42.5,-71.5,-15.347098
1974-02-09,42.5,-70.5,-13.146388
1974-02-10,41.5,-71.5,-16.969296
1974-02-10,41.5,-70.5,-15.889879
1974-02-10,42.5,-71.5,-19.61573
1974-02-10,42.5,-70.5,-17.802904
1974-02-11,41.5,-71.5,-11.38937
1974-02-11,41.5,-70.5,-10.996231
1974-02-11,42.5,-71.5,-13.655792
1974-02-11,42.5,-70.5,-11.943937
1974-02-12,41.5,-71.5,-11.512089
1974-02-12,41.5,-70.5,-11.139532
1974-02-12,42.5,-71.5,-13.577014
1974-02-12,42.5,-70.5,-12.171654
1974-02-13,41.5,-71.5,-9.266576
1974-02-13,41.5,-70.5,-9.434615
1974-02-13,42.5,-71.5,-11.528362
1974-02-13,42.5,-70.5,-10.545518
1974-02-14,41.5,-71.5,-6.58827
1974-02-14,41.5,-70.5,-6.6642227
1974-02-14,42.5,-71.5,-8.704467
1974-02-14,42.5,-70.5,-8.515917
1974-02-15,41.5,-71.5,-12.4102745
1974-02-15,41.5,-70.5,-12.5215845
1974-02-15,42.5,-71.5,-15.059008
1974-02-15,42.5,-70.5,-14.923882
1974-02-16,41.5,-71.5,-13.924416
1974-02-16,41.5,-70.5,-13.239334
1974-02-16,42.5,-71.5,-16.422775
1974-02-16,42.5,-70.5,-15.003511
1974-02-17,41.5,-71.5,-7.0987616
1974-02-17,41.5,-70.5,-6.8215427
1974-02-17,42.5,-71.5,-8.923256
1974-02-17,42.5,-70.5,-7.345558
1974-02-18,41.5,-71.5,-7.451236
1974-02-18,41.5,-70.5,-7.8172727
1974-02-18,42.5,-71.5,-7.6437907
1974-02-18,42.5,-70.5,-7.9433465
1974-02-19,41.5,-71.5,-10.150056
1974-02-19,41.5,-70.5,-10.864887
1974-02-19,42.5,-71.5,-11.606571
1974-02-19,42.5,-70.5,-11.969315
1974-02-20,41.5,-71.5,-1.9232221
1974-02-20,41.5,-70.5,-2.0363917
1974-02-20,42.5,-71.5,-3.6061497
1974-02-20,42.5,-70.5,-2.529448
1974-02-21,41.5,-71.5,-4.4717255
1974-02-21,41.5,-70.5,-4.5211954
1974-02-21,42.5,-71.5,-4.182973
1974-02-21,42.5,-70.5,-4.2785616
1974-02-22,41.5,-71.5,-3.6112912
1974-02-22,41.5,-70.5,-3.700879
1974-02-22,42.5,-71.5,-4.075078
1974-02-22,42.5,-70.5,-4.162244
1974-02-23,41.5,-71.5,-2.1001997
1974-02-23,41.5,-70.5,-2.48768
1974-02-23,42.5,-71.5,-2.5572724
1974-02-23,42.5,-70.5,-2.9149032
1974-02-24,41.5,-71.5,-7.502865
1974-02-24,41.5,-70.5,-7.44403
1974-02-24,42.5,-71.5,-7.7124233
1974-02-24,42.5,-70.5,-8.040615
1974-02-25,41.5,-71.5,-5.7971234
1974-02-25,41.5,-70.5,-6.2520685
1974-02-25,42.5,-71.5,-6.621979
1974-02-25,42.5,-70.5,-7.0981646
1974-02-26,41.5,-71.5,-7.184347
1974-02-26,41.5,-70.5,-7.0658035
1974-02-26,42.5,-71.5,-7.0060315
1974-02-26,42.5,-70.5,-7.23009
1974-02-27,41.5,-71.5,-10.05875
1974-02-27,41.5,-70.5,-9.983319
1974-02-27,42.5,-71.5,-10.5344715
1974-02-27,42.5,-70.5,-10.591485
1974-02-28,41.5,-71.5,-5.1585684
1974-02-28,41.5,-70.5,-5.218986
1974-02-28,42.5,-71.5,-6.1791735
1974-02-28,42.5,-70.5,-5.702511
1974-03-01,41.5,-71.5,-0.24901772
1974-03-01,41.5,-70.5,-0.41810036
1974-03-01,42.5,-71.5,-1.1334496
1974-03-01,42.5,-70.5,-0.6739702
1974-03-02,41.5,-71.5,-3.6984627
1974-03-02,41.5,-70.5,-4.261078
1974-03-02,42.5,-71.5,-3.3495767
1974-03-02,42.5,-70.5,-4.1730733
1974-03-03,41.5,-71.5,-0.9812169
1974-03-03,41.5,-70.5,-1.9766302
1974-03-03,42.5,-71.5,-1.468287
1974-03-03,42.5,-70.5,-2.5949903
1974-03-04,41.5,-71.5,1.5467539
1974-03-04,41.5,-70.5,0.70471287
1974-03-04,42.5,-71.5,0.9412122
1974-03-04,42.5,-70.5,-0.13202286
1974-03-05,41.5,-71.5,4.8171344
1974-03-05,41.5,-70.5,4.1395698
1974-03-05,42.5,-71.5,4.5045505
1974-03-05,42.5,-70.5,3.7812266
1974-03-06,41.5,-71.5,-1.8262191
1974-03-06,41.5,-70.5,-1.8088255
1974-03-06,42.5,-71.5,-1.3763952
1974-03-06,42.5,-70.5,-2.1787162
1974-03-07,41.5,-71.5,1.5900764
1974-03-07,41.5,-70.5,0.92795944
1974-03-07,42.5,-71.5,0.7656808
1974-03-07,42.5,-70.5,0.49061394
1974-03-08,41.5,-71.5,0.5112133
1974-03-08,41.5,-70.5,-0.45979166
1974-03-08,42.5,-71.5,-0.06320381
1974-03-08,42.5,-70.5,-1.4183083
1974-03-09,41.5,-71.5,-2.5561087
1974-03-09,41.5,-70.5,-3.5089643
1974-03-09,42.5,-71.5,-2.878492
1974-03-09,42.5,-70.5,-4.8159084
1974-03-10,41.5,-71.5,-2.4157913
1974-03-10,41.5,-70.5,-3.333255
1974-03-10,42.5,-71.5,-3.0660775
1974-03-10,42.5,-70.5,-4.3441525
1974-03-11,41.5,-71.5,-6.7516823
1974-03-11,41.5,-70.5,-7.585037
1974-03-11,42.5,-71.5,-7.1344204
1974-03-11,42.5,-70.5,-8.338343
1974-03-12,41.5,-71.5,-6.0832567
1974-03-12,41.5,-70.5,-7.447897
1974-03-12,42.5,-71.5,-7.6021833
1974-03-12,42.5,-70.5,-9.300537
1974-03-13,41.5,-71.5,-10.533533
1974-03-13,41.5,-70.5,-11.2826
1974-03-13,42.5,-71.5,-11.464274
1974-03-13,42.5,-70.5,-12.657349
1974-03-14,41.5,-71.5,-7.5248194
1974-03-14,41.5,-70.5,-8.37689
1974-03-14,42.5,-71.5,-8.5175
1974-03-14,42.5,-70.5,-9.060383
1974-03-15,41.5,-71.5,-6.5481977
1974-03-15,41.5,-70.5,-7.113344
1974-03-15,42.5,-71.5,-6.4458466
1974-03-15,42.5,-70.5,-7.328042
1974-03-16,41.5,-71.5,-1.7844663
1974-03-16,41.5,-70.5,-2.878472
1974-03-16,42.5,-71.5,-2.6733103
1974-03-16,42.5,-70.5,-3.4154017
1974-03-17,41.5,-71.5,-1.9662774
1974-03-17,41.5,-70.5,-2.571729
1974-03-17,42.5,-71.5,-1.4833469
1974-03-17,42.5,-70.5,-2.4757037
1974-03-18,41.5,-71.5,-4.3955426
1974-03-18,41.5,-70.5,-5.0965667
1974-03-18,42.5,-71.5,-4.3306036
1974-03-18,42.5,-70.5,-5.58655
1974-03-19,41.5,-71.5,-4.493697
1974-03-19,41.5,-70.5,-5.094933
1974-03-19,42.5,-71.5,-3.679628
1974-03-19,42.5,-70.5,-4.9475636
1974-03-20,41.5,-71.5,-3.3067634
1974-03-20,41.5,-70.5,-4.154545
1974-03-20,42.5,-71.5,-3.7860568
1974-03-20,42.5,-70.5,-5.2303843
1974-03-21,41.5,-71.5,-4.1067023
1974-03-21,41.5,-70.5,-5.027283
1974-03-21,42.5,-71.5,-4.4163904
1974-03-21,42.5,-70.5,-6.0003633
1974-03-22,41.5,-71.5,-4.8698697
1974-03-22,41.5,-70.5,-5.5390167
1974-03-22,42.5,-71.5,-5.395839
1974-03-22,42.5,-70.5,-6.544782
1974-03-23,41.5,-71.5,-5.459932
1974-03-23,41.5,-70.5,-6.1625023
1974-03-23,42.5,-71.5,-6.282082
1974-03-23,42.5,-70.5,-7.260962
1974-03-24,41.5,-71.5,-1.8192878
1974-03-24,41.5,-70.5,-2.2720327
1974-03-24,42.5,-71.5,-2.3969653
1974-03-24,42.5,-70.5,-2.6336174
1974-03-25,41.5,-71.5,-8.606652
1974-03-25,41.5,-70.5,-9.056478
1974-03-25,42.5,-71.5,-8.754394
1974-03-25,42.5,-70.5,-9.8229475
1974-03-26,41.5,-71.5,-10.095901
1974-03-26,41.5,-70.5,-10.590903
1974-03-26,42.5,-71.5,-9.968557
1974-03-26,42.5,-70.5,-11.043164
1974-03-27,41.5,-71.5,-6.034393
1974-03-27,41.5,-70.5,-7.0090904
1974-03-27,42.5,-71.5,-6.7720327
1974-03-27,42.5,-70.5,-8.026374
1974-03-28,41.5,-71.5,-5.6140656
1974-03-28,41.5,-70.5,-7.10798
1974-03-28,42.5,-71.5,-7.023144
1974-03-28,42.5,-70.5,-8.872227
1974-03-29,41.5,-71.5,-10.01976
1974-03-29,41.5,-70.5,-10.746209
1974-03-29,42.5,-71.5,-12.5166855
1974-03-29,42.5,-70.5,-13.701629
1974-03-30,41.5,-71.5,-6.198805
1974-03-30,41.5,-70.5,-7.007266
1974-03-30,42.5,-71.5,-7.5154576
1974-03-30,42.5,-70.5,-8.528625
1974-03-31,41.5,-71.5,-0.21319175
1974-03-31,41.5,-70.5,-1.3412414
1974-03-31,42.5,-71.5,-0.4233564
1974-03-31,42.5,-70.5,-1.8481754
1974-04-01,41.5,-71.5,0.7582594
1974-04-01,41.5,-70.5,-0.7345128
1974-04-01,42.5,-71.5,1.5636158
1974-04-01,42.5,-70.5,-0.7754483
1974-04-02,41.5,-71.5,0.022046208
1974-04-02,41.5,-70.5,-1.3148172
1974-04-02,42.5,-71.5,0.116645336
1974-04-02,42.5,-70.5,-2.1787636
1974-04-03,41.5,-71.5,-0.5612227
1974-04-03,41.5,-70.5,-1.6937497
1974-04-03,42.5,-71.5,-0.209676
1974-04-03,42.5,-70.5,-2.126254
1974-04-04,41.5,-71.5,5.5426927
1974-04-04,41.5,-70.5,3.4941578
1974-04-04,42.5,-71.5,5.5511
1974-04-04,42.5,-70.5,3.0851023
1974-04-05,41.5,-71.5,7.4410176
1974-04-05,41.5,-70.5,5.6046586
1974-04-05,42.5,-71.5,8.896489
1974-04-05,42.5,-70.5,5.766981
1974-04-06,41.5,-71.5,1.7653649
1974-04-06,41.5,-70.5,0.657663
1974-04-06,42.5,-71.5,2.6272333
1974-04-06,42.5,-70.5,0.71123433
1974-04-07,41.5,-71.5,-3.0514433
1974-04-07,41.5,-70.5,-3.9986057
1974-04-07,42.5,-71.5,-2.504862
1974-04-07,42.5,-70.5,-4.1704006
1974-04-08,41.5,-71.5,0.7873629
1974-04-08,41.5,-70.5,-0.648085
1974-04-08,42.5,-71.5,0.8463421
1974-04-08,42.5,-70.5,-1.0692152
1974-04-09,41.5,-71.5,-1.7502644
1974-04-09,41.5,-70.5,-2.9540868
1974-04-09,42.5,-71.5,-2.1560967
1974-04-09,42.5,-70.5,-4.374315
1974-04-10,41.5,-71.5,-4.3790636
1974-04-10,41.5,-70.5,-5.38672
1974-04-10,42.5,-71.5,-3.9630113
1974-04-10,42.5,-70.5,-5.9817395
1974-04-11,41.5,-71.5,-3.2760491
1974-04-11,41.5,-70.5,-4.4332924
1974-04-11,42.5,-71.5,-3.6271331
1974-04-11,42.5,-70.5,-5.3025837
1974-04-12,41.5,-71.5,-0.5106834
1974-04-12,41.5,-70.5,-2.6227865
1974-04-12,42.5,-71.5,-0.63782084
1974-04-12,42.5,-70.5,-3.439622
1974-04-13,41.5,-71.5,2.7630353
1974-04-13,41.5,-70.5,0.6378927
1974-04-13,42.5,-71.5,2.7994723
1974-04-13,42.5,-70.5,-0.059393167
1974-04-14,41.5,-71.5,2.6765356
1974-04-14,41.5,-70.5,0.6192745
1974-04-14,42.5,-71.5,3.1523771
1974-04-14,42.5,-70.5,0.12812829
1974-04-15,41.5,-71.5,5.140111
1974-04-15,41.5,-70.5,3.0065138
1974-04-15,42.5,-71.5,5.6650934
1974-04-15,42.5,-70.5,2.7394624
1974-04-16,41.5,-71.5,3.393034
1974-04-16,41.5,-70.5,1.4624097
1974-04-16,42.5,-71.5,4.374465
1974-04-16,42.5,-70.5,1.5425692
1974-04-17,41.5,-71.5,-0.18713045
1974-04-17,41.5,-70.5,-1.9556139
1974-04-17,42.5,-71.5,0.058944225
1974-04-17,42.5,-70.5,-2.5537033
1974-04-18,41.5,-71.5,1.8489113
1974-04-18,41.5,-70.5,0.40535533
1974-04-18,42.5,-71.5,2.6116176
1974-04-18,42.5,-70.5,-0.08562751
1974-04-19,41.5,-71.5,1.6611128
1974-04-19,41.5,-70.5,-0.28832084
1974-04-19,42.5,-71.5,2.5636528
1974-04-19,42.5,-70.5,-0.7431426
1974-04-20,41.5,-71.5,-2.8293781
1974-04-20,41.5,-70.5,-4.4970584
1974-04-20,42.5,-71.5,-2.5314622
1974-04-20,42.5,-70.5,-5.111319
1974-04-21,41.5,-71.5,0.6527611
1974-04-21,41.5,-70.5,-1.0603051
1974-04-21,42.5,-71.5,0.74621487
1974-04-21,42.5,-70.5,-1.6801816
1974-04-22,41.5,-71.5,6.9249744
1974-04-22,41.5,-70.5,4.8208475
1974-04-22,42.5,-71.5,8.183882
1974-04-22,42.5,-70.5,5.555276
1974-04-23,41.5,-71.5,9.131949
1974-04-23,41.5,-70.5,6.615233
1974-04-23,42.5,-71.5,11.789037
1974-04-23,42.5,-70.5,7.9704747
1974-04-24,41.5,-71.5,3.3010628
1974-04-24,41.5,-70.5,0.8497432
1974-04-24,42.5,-71.5,4.0391192
1974-04-24,42.5,-70.5,0.2637191
1974-04-25,41.5,-71.5,0.027672052
1974-04-25,41.5,-70.5,-2.0695696
1974-04-25,42.5,-71.5,0.86765146
1974-04-25,42.5,-70.5,-2.404583
1974-04-26,41.5,-71.5,-0.82278204
1974-04-26,41.5,-70.5,-3.1146016
1974-04-26,42.5,-71.5,-0.05820179
1974-04-26,42.5,-70.5,-3.2601132
1974-04-27,41.5,-71.5,-0.6765728
1974-04-27,41.5,-70.5,-2.3847356
1974-04-27,42.5,-71.5,-0.24939156
1974-04-27,42.5,-70.5,-2.8309603
1974-04-28,41.5,-71.5,3.837615
1974-04-28,41.5,-70.5,1.9372227
1974-04-28,42.5,-71.5,4.8557796
1974-04-28,42.5,-70.5,2.0957634
1974-04-29,41.5,-71.5,8.614929
1974-04-29,41.5,-70.5,6.352865
1974-04-29,42.5,-71.5,10.00139
1974-04-29,42.5,-70.5,6.849055
1974-04-30,41.5,-71.5,10.703317
1974-04-30,41.5,-70.5,7.7829356
1974-04-30,42.5,-71.5,12.525906
1974-04-30,42.5,-70.5,8.413851
1974-05-01,41.5,-71.5,8.732175
1974-05-01,41.5,-70.5,5.7286034
1974-05-01,42.5,-71.5,10.161463
1974-05-01,42.5,-70.5,5.575341
1974-05-02,41.5,-71.5,0.065960884
1974-05-02,41.5,-70.5,-1.8418736
1974-05-02,42.5,-71.5,0.19099903
1974-05-02,42.5,-70.5,-2.9440262
1974-05-03,41.5,-71.5,2.5697
1974-05-03,41.5,-70.5,0.21893954
1974-05-03,42.5,-71.5,2.7016888
1974-05-03,42.5,-70.5,-0.7263148
1974-05-04,41.5,-71.5,4.4168234
1974-05-04,41.5,-70.5,1.9338763
1974-05-04,42.5,-71.5,5.203812
1974-05-04,42.5,-70.5,1.3685238
1974-05-05,41.5,-71.5,-0.11651802
1974-05-05,41.5,-70.5,-1.5480487
1974-05-05,42.5,-71.5,-0.26114464
1974-05-05,42.5,-70.5,-2.8834953
1974-05-06,41.5,-71.5,3.279177
1974-05-06,41.5,-70.5,1.1938518
1974-05-06,42.5,-71.5,3.238737
1974-05-06,42.5,-70.5,0.2726879
1974-05-07,41.5,-71.5,3.7725935
1974-05-07,41.5,-70.5,1.9872186
1974-05-07,42.5,-71.5,5.1119347
1974-05-07,42.5,-70.5,1.8448722
1974-05-08,41.5,-71.5,0.071084976
1974-05-08,41.5,-70.5,-1.0850503
1974-05-08,42.5,-71.5,1.9032335
1974-05-08,42.5,-70.5,-0.9231765
1974-05-09,41.5,-71.5,3.280431
1974-05-09,41.5,-70.5,1.0720437
1974-05-09,42.5,-71.5,4.8710165
1974-05-09,42.5,-70.5,1.0112443
1974-05-10,41.5,-71.5,6.1614285
1974-05-10,41.5,-70.5,3.379728
1974-05-10,42.5,-71.5,6.9702196
1974-05-10,42.5,-70.5,2.7779248
1974-05-11,41.5,-71.5,5.4518814
1974-05-11,41.5,-70.5,3.1627312
1974-05-11,42.5,-71.5,7.095841
1974-05-11,42.5,-70.5,2.9846268
1974-05-12,41.5,-71.5,5.7458572
1974-05-12,41.5,-70.5,2.8184974
1974-05-12,42.5,-71.5,7.2462735
1974-05-12,42.5,-70.5,2.5611534
1974-05-13,41.5,-71.5,7.1974373
1974-05-13,41.5,-70.5,4.83097
1974-05-13,42.5,-71.5,8.642274
1974-05-13,42.5,-70.5,4.658924
1974-05-14,41.5,-71.5,5.134434
1974-05-14,41.5,-70.5,3.563253
1974-05-14,42.5,-71.5,6.3527355
1974-05-14,42.5,-70.5,3.1012597
1974-05-15,41.5,-71.5,10.358694
1974-05-15,41.5,-70.5,8.128494
1974-05-15,42.5,-71.5,11.769009
1974-05-15,42.5,-70.5,7.973685
1974-05-16,41.5,-71.5,10.313813
1974-05-16,41.5,-70.5,8.296807
1974-05-16,42.5,-71.5,11.723866
1974-05-16,42.5,-70.5,8.210392
1974-05-17,41.5,-71.5,11.586784
1974-05-17,41.5,-70.5,9.022049
1974-05-17,42.5,-71.5,13.474824
1974-05-17,42.5,-70.5,9.117248
1974-05-18,41.5,-71.5,10.792412
1974-05-18,41.5,-70.5,8.400338
1974-05-18,42.5,-71.5,11.049944
1974-05-18,42.5,-70.5,7.184886
1974-05-19,41.5,-71.5,7.9502244
1974-05-19,41.5,-70.5,5.078439
1974-05-19,42.5,-71.5,7.9261646
1974-05-19,42.5,-70.5,3.557148
1974-05-20,41.5,-71.5,4.466057
1974-05-20,41.5,-70.5,2.327301
1974-05-20,42.5,-71.5,4.848857
1974-05-20,42.5,-70.5,1.2847285
1974-05-21,41.5,-71.5,4.108005
1974-05-21,41.5,-70.5,2.2159436
1974-05-21,42.5,-71.5,4.644102
1974-05-21,42.5,-70.5,1.106884
1974-05-22,41.5,-71.5,9.667681
1974-05-22,41.5,-70.5,7.029156
1974-05-22,42.5,-71.5,10.403767
1974-05-22,42.5,-70.5,6.4549603
1974-05-23,41.5,-71.5,9.52603
1974-05-23,41.5,-70.5,6.379242
1974-05-23,42.5,-71.5,10.546584
1974-05-23,42.5,-70.5,5.6111965
1974-05-24,41.5,-71.5,8.124182
1974-05-24,41.5,-70.5,5.1297975
1974-05-24,42.5,-71.5,9.304675
1974-05-24,42.5,-70.5,4.654894
1974-05-25,41.5,-71.5,7.4599495
1974-05-25,41.5,-70.5,5.19845
1974-05-25,42.5,-71.5,9.272448
1974-05-25,42.5,-70.5,5.097054
1974-05-26,41.5,-71.5,6.698822
1974-05-26,41.5,-70.5,4.5413804
1974-05-26,42.5,-71.5,8.048966
1974-05-26,42.5,-70.5,3.9781673
1974-05-27,41.5,-71.5,5.895252
1974-05-27,41.5,-70.5,3.4974096
1974-05-27,42.5,-71.5,7.5475893
1974-05-27,42.5,-70.5,2.9068081
1974-05-28,41.5,-71.5,4.6573367
1974-05-28,41.5,-70.5,2.6005287
1974-05-28,42.5,-71.5,6.451393
1974-05-28,42.5,-70.5,2.702741
1974-05-29,41.5,-71.5,7.277189
1974-05-29,41.5,-70.5,4.8141847
1974-05-29,42.5,-71.5,7.9496555
1974-05-29,42.5,-70.5,4.0450616
1974-05-30,41.5,-71.5,9.034685
1974-05-30,41.5,-70.5,5.8761024
1974-05-30,42.5,-71.5,10.073703
1974-05-30,42.5,-70.5,5.0696473
1974-05-31,41.5,-71.5,8.280303
1974-05-31,41.5,-70.5,4.7942567
1974-05-31,42.5,-71.5,10.77343
1974-05-31,42.5,-70.5,4.966977
1974-06-01,41.5,-71.5,11.554668
1974-06-01,41.5,-70.5,8.607491
1974-06-01,42.5,-71.5,13.694602
1974-06-01,42.5,-70.5,8.617647
1974-06-02,41.5,-71.5,10.419435
1974-06-02,41.5,-70.5,7.833874
1974-06-02,42.5,-71.5,11.104068
1974-06-02,42.5,-70.5,6.9303007
1974-06-03,41.5,-71.5,7.312349
1974-06-03,41.5,-70.5,5.130108
1974-06-03,42.5,-71.5,7.735105
1974-06-03,42.5,-70.5,3.7142634
1974-06-04,41.5,-71.5,7.0526304
1974-06-04,41.5,-70.5,4.4072666
1974-06-04,42.5,-71.5,8.759945
1974-06-04,42.5,-70.5,4.2110047
1974-06-05,41.5,-71.5,10.83197
1974-06-05,41.5,-70.5,7.9743385
1974-06-05,42.5,-71.5,12.722124
1974-06-05,42.5,-70.5,8.253905
1974-06-06,41.5,-71.5,10.496148
1974-06-06,41.5,-70.5,8.1422825
1974-06-06,42.5,-71.5,13.253527
1974-06-06,42.5,-70.5,8.890859
1974-06-07,41.5,-71.5,7.8584948
1974-06-07,41.5,-70.5,5.0161963
1974-06-07,42.5,-71.5,7.95901
1974-06-07,42.5,-70.5,3.2470284
1974-06-08,41.5,-71.5,8.098786
1974-06-08,41.5,-70.5,4.721554
1974-06-08,42.5,-71.5,8.205458
1974-06-08,42.5,-70.5,3.330328
1974-06-09,41.5,-71.5,12.558326
1974-06-09,41.5,-70.5,10.453011
1974-06-09,42.5,-71.5,14.84459
1974-06-09,42.5,-70.5,11.035836
1974-06-10,41.5,-71.5,16.33337
1974-06-10,41.5,-70.5,13.131826
1974-06-10,42.5,-71.5,18.181957
1974-06-10,42.5,-70.5,12.758453
1974-06-11,41.5,-71.5,14.654829
1974-06-11,41.5,-70.5,10.966186
1974-06-11,42.5,-71.5,15.356917
1974-06-11,42.5,-70.5,9.454513
1974-06-12,41.5,-71.5,10.552997
1974-06-12,41.5,-70.5,8.749172
1974-06-12,42.5,-71.5,10.755666
1974-06-12,42.5,-70.5,7.496403
1974-06-13,41.5,-71.5,8.585073
1974-06-13,41.5,-70.5,7.240141
1974-06-13,42.5,-71.5,9.287938
1974-06-13,42.5,-70.5,6.2912416
