,STATION,DATE,HourlyWetBulbTemperature,HourlyRelativeHumidity,HourlyDryBulbTemperature
0,72509014739,2015-01-01T00:54:00,18.0,50.0,22
1,72509014739,2015-01-01T01:00:00,18.0,50.0,22
2,72509014739,2015-01-01T01:54:00,18.0,50.0,22
3,72509014739,2015-01-01T02:54:00,18.0,50.0,22
4,72509014739,2015-01-01T03:54:00,19.0,46.0,24
5,72509014739,2015-01-01T04:00:00,19.0,46.0,24
6,72509014739,2015-01-01T04:54:00,18.0,52.0,22
7,72509014739,2015-01-01T05:54:00,19.0,48.0,23
8,72509014739,2015-01-01T06:54:00,19.0,50.0,23
9,72509014739,2015-01-01T07:00:00,19.0,50.0,23
10,72509014739,2015-01-01T07:54:00,18.0,52.0,22
11,72509014739,2015-01-01T08:54:00,20.0,44.0,25
12,72509014739,2015-01-01T09:54:00,22.0,39.0,28
13,72509014739,2015-01-01T10:00:00,22.0,39.0,28
14,72509014739,2015-01-01T10:54:00,23.0,34.0,30
15,72509014739,2015-01-01T11:54:00,24.0,35.0,31
16,72509014739,2015-01-01T12:54:00,25.0,33.0,32
17,72509014739,2015-01-01T13:00:00,25.0,33.0,32
18,72509014739,2015-01-01T13:54:00,25.0,32.0,33
19,72509014739,2015-01-01T14:54:00,25.0,33.0,33
20,72509014739,2015-01-01T15:54:00,24.0,36.0,31
21,72509014739,2015-01-01T16:00:00,24.0,36.0,31
22,72509014739,2015-01-01T16:54:00,24.0,38.0,31
23,72509014739,2015-01-01T17:54:00,24.0,41.0,30
24,72509014739,2015-01-01T18:54:00,25.0,40.0,31
25,72509014739,2015-01-01T19:00:00,25.0,40.0,31
26,72509014739,2015-01-01T19:54:00,24.0,41.0,30
27,72509014739,2015-01-01T20:54:00,25.0,47.0,30
28,72509014739,2015-01-01T21:54:00,25.0,47.0,31
29,72509014739,2015-01-01T22:00:00,25.0,47.0,31
30,72509014739,2015-01-01T22:54:00,26.0,52.0,31
31,72509014739,2015-01-01T23:54:00,26.0,54.0,31
32,72509014739,2015-01-01T23:59:00,,,
33,72509014739,2015-01-02T00:54:00,27.0,49.0,33
34,72509014739,2015-01-02T01:00:00,27.0,49.0,33
35,72509014739,2015-01-02T01:54:00,27.0,49.0,33
36,72509014739,2015-01-02T02:54:00,27.0,52.0,32
37,72509014739,2015-01-02T03:54:00,27.0,52.0,32
38,72509014739,2015-01-02T04:00:00,27.0,52.0,32
39,72509014739,2015-01-02T04:54:00,27.0,50.0,32
40,72509014739,2015-01-02T05:54:00,28.0,46.0,34
41,72509014739,2015-01-02T06:54:00,28.0,48.0,34
42,72509014739,2015-01-02T07:00:00,28.0,48.0,34
43,72509014739,2015-01-02T07:54:00,27.0,49.0,33
44,72509014739,2015-01-02T08:54:00,30.0,46.0,36
45,72509014739,2015-01-02T09:54:00,31.0,43.0,38
46,72509014739,2015-01-02T10:00:00,31.0,43.0,38
47,72509014739,2015-01-02T10:54:00,31.0,39.0,39
48,72509014739,2015-01-02T11:54:00,31.0,43.0,38
49,72509014739,2015-01-02T12:54:00,32.0,40.0,40
50,72509014739,2015-01-02T13:00:00,32.0,40.0,40
51,72509014739,2015-01-02T13:54:00,32.0,38.0,40
52,72509014739,2015-01-02T14:54:00,31.0,41.0,39
53,72509014739,2015-01-02T15:54:00,31.0,41.0,38
54,72509014739,2015-01-02T16:00:00,31.0,41.0,38
55,72509014739,2015-01-02T16:54:00,29.0,44.0,36
56,72509014739,2015-01-02T17:54:00,28.0,42.0,35
57,72509014739,2015-01-02T18:54:00,28.0,44.0,34
58,72509014739,2015-01-02T19:00:00,28.0,44.0,34
59,72509014739,2015-01-02T19:54:00,28.0,44.0,34
60,72509014739,2015-01-02T20:54:00,27.0,45.0,33
61,72509014739,2015-01-02T21:54:00,27.0,43.0,33
62,72509014739,2015-01-02T22:00:00,27.0,43.0,33
63,72509014739,2015-01-02T22:54:00,27.0,43.0,33
64,72509014739,2015-01-02T23:54:00,25.0,43.0,31
65,72509014739,2015-01-02T23:59:00,,,
66,72509014739,2015-01-03T00:54:00,22.0,51.0,27
67,72509014739,2015-01-03T01:00:00,22.0,51.0,27
68,72509014739,2015-01-03T01:54:00,22.0,51.0,26
69,72509014739,2015-01-03T02:54:00,20.0,55.0,24
70,72509014739,2015-01-03T03:54:00,20.0,55.0,24
71,72509014739,2015-01-03T04:00:00,20.0,55.0,24
72,72509014739,2015-01-03T04:54:00,20.0,52.0,24
73,72509014739,2015-01-03T05:54:00,19.0,57.0,23
74,72509014739,2015-01-03T06:54:00,19.0,55.0,23
75,72509014739,2015-01-03T07:00:00,19.0,55.0,23
76,72509014739,2015-01-03T07:54:00,19.0,55.0,23
77,72509014739,2015-01-03T08:54:00,20.0,50.0,24
78,72509014739,2015-01-03T09:54:00,22.0,51.0,26
79,72509014739,2015-01-03T10:00:00,22.0,51.0,26
80,72509014739,2015-01-03T10:54:00,23.0,51.0,28
81,72509014739,2015-01-03T11:54:00,24.0,54.0,29
82,72509014739,2015-01-03T12:54:00,25.0,56.0,29
83,72509014739,2015-01-03T13:00:00,25.0,56.0,29
84,72509014739,2015-01-03T13:54:00,26.0,56.0,30
85,72509014739,2015-01-03T14:54:00,26.0,56.0,30
86,72509014739,2015-01-03T15:54:00,26.0,58.0,30
87,72509014739,2015-01-03T16:00:00,26.0,58.0,30
88,72509014739,2015-01-03T16:54:00,27.0,61.0,31
89,72509014739,2015-01-03T17:20:00,27.0,69.0,30
90,72509014739,2015-01-03T17:54:00,28.0,82.0,30
91,72509014739,2015-01-03T18:16:00,29.0,86.0,30
92,72509014739,2015-01-03T18:29:00,29.0,93.0,30
93,72509014739,2015-01-03T18:37:00,29.0,93.0,30
94,72509014739,2015-01-03T18:54:00,31.0,96.0,31
95,72509014739,2015-01-03T19:00:00,31.0,96.0,31
96,72509014739,2015-01-03T19:26:00,31.0,93.0,32
97,72509014739,2015-01-03T19:44:00,33.0,93.0,34
98,72509014739,2015-01-03T19:54:00,33.0,96.0,33
99,72509014739,2015-01-03T20:43:00,33.0,93.0,34
100,72509014739,2015-01-03T20:54:00,34.0,97.0,34
101,72509014739,2015-01-03T21:07:00,34.0,100.0,34
102,72509014739,2015-01-03T21:54:00,35.0,96.0,35
103,72509014739,2015-01-03T22:00:00,35.0,96.0,35
104,72509014739,2015-01-03T22:12:00,35.0,93.0,36
105,72509014739,2015-01-03T22:54:00,36.0,93.0,37
106,72509014739,2015-01-03T23:54:00,37.0,96.0,37
107,72509014739,2015-01-03T23:59:00,,,
108,72509014739,2015-01-04T00:54:00,38.0,100.0,38
109,72509014739,2015-01-04T01:00:00,38.0,100.0,38
110,72509014739,2015-01-04T01:03:00,38.0,93.0,39
111,72509014739,2015-01-04T01:54:00,40.0,97.0,40
112,72509014739,2015-01-04T02:46:00,40.0,93.0,41
113,72509014739,2015-01-04T02:54:00,41.0,100.0,41
114,72509014739,2015-01-04T03:49:00,43.0,100.0,43
115,72509014739,2015-01-04T03:54:00,42.0,100.0,42
116,72509014739,2015-01-04T04:00:00,42.0,100.0,42
117,72509014739,2015-01-04T04:09:00,41.0,100.0,41
118,72509014739,2015-01-04T04:36:00,42.0,93.0,43
119,72509014739,2015-01-04T04:54:00,41.0,96.0,41
120,72509014739,2015-01-04T05:54:00,40.0,97.0,40
121,72509014739,2015-01-04T06:52:00,39.0,100.0,39
122,72509014739,2015-01-04T06:54:00,40.0,97.0,40
123,72509014739,2015-01-04T07:00:00,40.0,97.0,40
124,72509014739,2015-01-04T07:45:00,37.0,93.0,37
125,72509014739,2015-01-04T07:54:00,36.0,97.0,36
126,72509014739,2015-01-04T08:54:00,36.0,97.0,36
127,72509014739,2015-01-04T09:31:00,35.0,93.0,36
128,72509014739,2015-01-04T09:54:00,35.0,93.0,36
129,72509014739,2015-01-04T10:00:00,35.0,93.0,36
130,72509014739,2015-01-04T10:54:00,36.0,93.0,37
131,72509014739,2015-01-04T11:54:00,37.0,100.0,37
132,72509014739,2015-01-04T12:54:00,40.0,93.0,41
133,72509014739,2015-01-04T13:00:00,40.0,93.0,41
134,72509014739,2015-01-04T13:54:00,40.0,93.0,41
135,72509014739,2015-01-04T14:08:00,39.0,100.0,39
136,72509014739,2015-01-04T14:10:00,39.0,100.0,39
137,72509014739,2015-01-04T14:54:00,40.0,97.0,40
138,72509014739,2015-01-04T15:54:00,40.0,97.0,40
139,72509014739,2015-01-04T16:00:00,40.0,97.0,40
140,72509014739,2015-01-04T16:54:00,40.0,100.0,40
141,72509014739,2015-01-04T16:59:00,39.0,100.0,39
142,72509014739,2015-01-04T17:15:00,43.0,100.0,43
143,72509014739,2015-01-04T17:30:00,43.0,100.0,43
144,72509014739,2015-01-04T17:54:00,43.0,97.0,43
145,72509014739,2015-01-04T18:54:00,46.0,96.0,46
146,72509014739,2015-01-04T19:00:00,46.0,96.0,46
147,72509014739,2015-01-04T19:54:00,48.0,93.0,49
148,72509014739,2015-01-04T20:27:00,48.0,100.0,48
149,72509014739,2015-01-04T20:54:00,50.0,92.0,51
150,72509014739,2015-01-04T21:09:00,51.0,94.0,52
151,72509014739,2015-01-04T21:54:00,50.0,96.0,51
152,72509014739,2015-01-04T22:00:00,50.0,96.0,51
153,72509014739,2015-01-04T22:54:00,49.0,89.0,51
154,72509014739,2015-01-04T23:54:00,48.0,83.0,50
155,72509014739,2015-01-04T23:59:00,,,
156,72509014739,2015-01-05T00:16:00,44.0,71.0,48
157,72509014739,2015-01-05T00:27:00,42.0,71.0,46
158,72509014739,2015-01-05T00:54:00,42.0,68.0,46
159,72509014739,2015-01-05T01:00:00,42.0,68.0,46
160,72509014739,2015-01-05T01:54:00,39.0,65.0,44
161,72509014739,2015-01-05T02:54:00,38.0,60.0,43
162,72509014739,2015-01-05T03:54:00,36.0,55.0,42
163,72509014739,2015-01-05T04:00:00,36.0,55.0,42
164,72509014739,2015-01-05T04:54:00,35.0,57.0,41
165,72509014739,2015-01-05T05:54:00,34.0,55.0,40
166,72509014739,2015-01-05T06:54:00,33.0,50.0,39
167,72509014739,2015-01-05T07:00:00,33.0,50.0,39
168,72509014739,2015-01-05T07:54:00,30.0,46.0,37
169,72509014739,2015-01-05T08:54:00,30.0,41.0,37
170,72509014739,2015-01-05T09:54:00,28.0,35.0,36
171,72509014739,2015-01-05T10:00:00,28.0,35.0,36
172,72509014739,2015-01-05T10:54:00,28.0,35.0,36
173,72509014739,2015-01-05T11:54:00,26.0,32.0,34
174,72509014739,2015-01-05T12:54:00,26.0,31.0,34
175,72509014739,2015-01-05T13:00:00,26.0,31.0,34
176,72509014739,2015-01-05T13:54:00,27.0,32.0,35
177,72509014739,2015-01-05T14:54:00,23.0,33.0,30
178,72509014739,2015-01-05T15:54:00,21.0,28.0,28
179,72509014739,2015-01-05T16:00:00,21.0,28.0,28
180,72509014739,2015-01-05T16:54:00,19.0,32.0,25
181,72509014739,2015-01-05T17:54:00,18.0,32.0,24
182,72509014739,2015-01-05T18:54:00,17.0,33.0,22
183,72509014739,2015-01-05T19:00:00,17.0,33.0,22
184,72509014739,2015-01-05T19:54:00,16.0,34.0,21
185,72509014739,2015-01-05T20:54:00,15.0,34.0,20
186,72509014739,2015-01-05T21:54:00,14.0,34.0,19
187,72509014739,2015-01-05T22:54:00,13.0,34.0,18
188,72509014739,2015-01-05T23:54:00,13.0,35.0,17
189,72509014739,2015-01-05T23:59:00,,,
190,72509014739,2015-01-06T00:54:00,13.0,37.0,17
191,72509014739,2015-01-06T01:00:00,13.0,37.0,17
192,72509014739,2015-01-06T01:54:00,12.0,43.0,16
193,72509014739,2015-01-06T02:54:00,12.0,43.0,16
194,72509014739,2015-01-06T03:54:00,12.0,46.0,15
195,72509014739,2015-01-06T04:00:00,12.0,46.0,15
196,72509014739,2015-01-06T04:54:00,12.0,49.0,15
197,72509014739,2015-01-06T05:54:00,12.0,51.0,15
198,72509014739,2015-01-06T06:54:00,12.0,51.0,15
199,72509014739,2015-01-06T07:00:00,12.0,51.0,15
200,72509014739,2015-01-06T07:54:00,13.0,49.0,16
201,72509014739,2015-01-06T08:54:00,13.0,47.0,17
202,72509014739,2015-01-06T09:54:00,13.0,47.0,17
203,72509014739,2015-01-06T10:00:00,13.0,47.0,17
204,72509014739,2015-01-06T10:54:00,14.0,49.0,18
205,72509014739,2015-01-06T11:46:00,15.0,62.0,18
206,72509014739,2015-01-06T11:54:00,15.0,64.0,17
207,72509014739,2015-01-06T12:02:00,16.0,68.0,18
208,72509014739,2015-01-06T12:21:00,14.0,79.0,16
209,72509014739,2015-01-06T12:54:00,14.0,77.0,16
210,72509014739,2015-01-06T13:00:00,14.0,77.0,16
211,72509014739,2015-01-06T13:54:00,15.0,74.0,17
212,72509014739,2015-01-06T14:03:00,16.0,73.0,18
213,72509014739,2015-01-06T14:54:00,15.0,74.0,17
214,72509014739,2015-01-06T15:54:00,15.0,74.0,17
215,72509014739,2015-01-06T16:00:00,15.0,74.0,17
216,72509014739,2015-01-06T16:37:00,16.0,68.0,18
217,72509014739,2015-01-06T16:54:00,15.0,68.0,17
218,72509014739,2015-01-06T17:36:00,16.0,73.0,18
219,72509014739,2015-01-06T17:54:00,15.0,77.0,17
220,72509014739,2015-01-06T18:54:00,15.0,77.0,17
221,72509014739,2015-01-06T19:00:00,15.0,77.0,17
222,72509014739,2015-01-06T19:54:00,15.0,77.0,17
223,72509014739,2015-01-06T20:29:00,14.0,79.0,16
224,72509014739,2015-01-06T20:52:00,14.0,79.0,16
225,72509014739,2015-01-06T20:54:00,14.0,80.0,15
226,72509014739,2015-01-06T21:54:00,14.0,77.0,15
227,72509014739,2015-01-06T22:00:00,14.0,77.0,15
228,72509014739,2015-01-06T22:54:00,14.0,80.0,15
229,72509014739,2015-01-06T23:54:00,14.0,77.0,16
230,72509014739,2015-01-06T23:59:00,,,
231,72509014739,2015-01-07T00:54:00,14.0,77.0,16
232,72509014739,2015-01-07T01:00:00,14.0,77.0,16
233,72509014739,2015-01-07T01:54:00,15.0,77.0,17
234,72509014739,2015-01-07T02:54:00,15.0,84.0,16
235,72509014739,2015-01-07T03:54:00,15.0,80.0,16
236,72509014739,2015-01-07T04:00:00,15.0,80.0,16
237,72509014739,2015-01-07T04:54:00,15.0,74.0,17
238,72509014739,2015-01-07T05:54:00,15.0,65.0,18
239,72509014739,2015-01-07T06:54:00,14.0,71.0,16
240,72509014739,2015-01-07T07:00:00,14.0,71.0,16
241,72509014739,2015-01-07T07:54:00,14.0,74.0,16
242,72509014739,2015-01-07T08:54:00,17.0,62.0,20
243,72509014739,2015-01-07T09:54:00,18.0,59.0,21
244,72509014739,2015-01-07T10:00:00,18.0,59.0,21
245,72509014739,2015-01-07T10:54:00,19.0,50.0,23
246,72509014739,2015-01-07T11:54:00,19.0,48.0,23
247,72509014739,2015-01-07T12:54:00,18.0,44.0,23
248,72509014739,2015-01-07T13:00:00,18.0,44.0,23
249,72509014739,2015-01-07T13:54:00,20.0,40.0,25
250,72509014739,2015-01-07T14:54:00,19.0,40.0,24
251,72509014739,2015-01-07T15:54:00,18.0,42.0,23
252,72509014739,2015-01-07T16:00:00,18.0,42.0,23
253,72509014739,2015-01-07T16:17:00,17.0,68.0,19
254,72509014739,2015-01-07T16:23:00,17.0,68.0,19
255,72509014739,2015-01-07T16:46:00,18.0,58.0,21
256,72509014739,2015-01-07T16:54:00,17.0,54.0,21
257,72509014739,2015-01-07T17:54:00,14.0,27.0,19
258,72509014739,2015-01-07T18:54:00,11.0,32.0,15
259,72509014739,2015-01-07T19:00:00,11.0,32.0,15
260,72509014739,2015-01-07T19:54:00,9.0,42.0,12
261,72509014739,2015-01-07T20:54:00,6.0,39.0,9
262,72509014739,2015-01-07T21:54:00,4.0,41.0,7
263,72509014739,2015-01-07T22:00:00,4.0,41.0,7
264,72509014739,2015-01-07T22:54:00,3.0,42.0,5
265,72509014739,2015-01-07T23:54:00,3.0,42.0,5
266,72509014739,2015-01-07T23:59:00,,,
267,72509014739,2015-01-08T00:54:00,1.0,42.0,3
268,72509014739,2015-01-08T01:00:00,1.0,42.0,3
269,72509014739,2015-01-08T01:54:00,0.0,46.0,2
270,72509014739,2015-01-08T02:54:00,-1.0,46.0,1
271,72509014739,2015-01-08T03:54:00,-2.0,49.0,0
272,72509014739,2015-01-08T04:00:00,-2.0,49.0,0
273,72509014739,2015-01-08T04:54:00,-2.0,48.0,-1
274,72509014739,2015-01-08T05:54:00,-2.0,46.0,-1
275,72509014739,2015-01-08T06:54:00,-2.0,46.0,-1
276,72509014739,2015-01-08T07:00:00,-2.0,46.0,-1
277,72509014739,2015-01-08T07:54:00,-2.0,41.0,0
278,72509014739,2015-01-08T08:54:00,-1.0,42.0,1
279,72509014739,2015-01-08T09:54:00,2.0,40.0,4
280,72509014739,2015-01-08T10:00:00,2.0,40.0,4
281,72509014739,2015-01-08T10:54:00,6.0,37.0,9
282,72509014739,2015-01-08T11:54:00,9.0,40.0,13
283,72509014739,2015-01-08T12:54:00,11.0,42.0,15
284,72509014739,2015-01-08T13:00:00,11.0,42.0,15
285,72509014739,2015-01-08T13:54:00,14.0,41.0,18
286,72509014739,2015-01-08T14:54:00,14.0,41.0,18
287,72509014739,2015-01-08T15:54:00,14.0,41.0,18
288,72509014739,2015-01-08T16:00:00,14.0,41.0,18
289,72509014739,2015-01-08T16:54:00,14.0,41.0,18
290,72509014739,2015-01-08T17:54:00,13.0,45.0,17
291,72509014739,2015-01-08T18:54:00,13.0,47.0,17
292,72509014739,2015-01-08T19:00:00,13.0,47.0,17
293,72509014739,2015-01-08T19:54:00,14.0,45.0,18
294,72509014739,2015-01-08T20:54:00,14.0,45.0,18
295,72509014739,2015-01-08T21:54:00,14.0,49.0,18
296,72509014739,2015-01-08T22:00:00,14.0,49.0,18
297,72509014739,2015-01-08T22:54:00,15.0,57.0,18
298,72509014739,2015-01-08T23:54:00,16.0,59.0,19
299,72509014739,2015-01-08T23:59:00,,,
300,72509014739,2015-01-09T00:54:00,17.0,65.0,20
301,72509014739,2015-01-09T01:00:00,17.0,65.0,20
302,72509014739,2015-01-09T01:54:00,19.0,68.0,21
303,72509014739,2015-01-09T02:54:00,18.0,65.0,21
304,72509014739,2015-01-09T03:54:00,18.0,57.0,21
305,72509014739,2015-01-09T04:00:00,18.0,57.0,21
306,72509014739,2015-01-09T04:54:00,19.0,63.0,22
307,72509014739,2015-01-09T05:54:00,20.0,65.0,23
308,72509014739,2015-01-09T06:54:00,23.0,69.0,26
309,72509014739,2015-01-09T07:00:00,23.0,69.0,26
310,72509014739,2015-01-09T07:54:00,25.0,69.0,28
311,72509014739,2015-01-09T08:54:00,25.0,66.0,28
312,72509014739,2015-01-09T09:17:00,24.0,74.0,27
313,72509014739,2015-01-09T09:25:00,24.0,74.0,27
314,72509014739,2015-01-09T09:52:00,24.0,86.0,25
315,72509014739,2015-01-09T09:54:00,24.0,88.0,25
316,72509014739,2015-01-09T10:00:00,24.0,88.0,25
317,72509014739,2015-01-09T10:10:00,25.0,80.0,27
318,72509014739,2015-01-09T10:54:00,24.0,85.0,25
319,72509014739,2015-01-09T11:48:00,23.0,80.0,25
320,72509014739,2015-01-09T11:54:00,23.0,75.0,25
321,72509014739,2015-01-09T12:54:00,23.0,69.0,26
322,72509014739,2015-01-09T13:00:00,23.0,69.0,26
323,72509014739,2015-01-09T13:54:00,24.0,51.0,29
324,72509014739,2015-01-09T14:54:00,24.0,47.0,29
325,72509014739,2015-01-09T15:54:00,23.0,43.0,29
326,72509014739,2015-01-09T16:00:00,23.0,43.0,29
327,72509014739,2015-01-09T16:54:00,23.0,44.0,28
328,72509014739,2015-01-09T17:54:00,23.0,49.0,28
329,72509014739,2015-01-09T18:54:00,22.0,53.0,26
330,72509014739,2015-01-09T19:00:00,22.0,53.0,26
331,72509014739,2015-01-09T19:54:00,21.0,51.0,26
332,72509014739,2015-01-09T20:54:00,20.0,52.0,24
333,72509014739,2015-01-09T21:54:00,20.0,50.0,24
334,72509014739,2015-01-09T22:00:00,20.0,50.0,24
335,72509014739,2015-01-09T22:54:00,19.0,57.0,22
336,72509014739,2015-01-09T23:54:00,19.0,53.0,23
337,72509014739,2015-01-09T23:59:00,,,
338,72509014739,2015-01-10T00:54:00,19.0,50.0,23
339,72509014739,2015-01-10T01:00:00,19.0,50.0,23
340,72509014739,2015-01-10T01:54:00,18.0,52.0,22
341,72509014739,2015-01-10T02:54:00,17.0,54.0,21
342,72509014739,2015-01-10T03:54:00,17.0,57.0,20
343,72509014739,2015-01-10T04:00:00,17.0,57.0,20
344,72509014739,2015-01-10T04:54:00,17.0,57.0,20
345,72509014739,2015-01-10T05:54:00,16.0,62.0,19
346,72509014739,2015-01-10T06:54:00,16.0,57.0,19
347,72509014739,2015-01-10T07:00:00,16.0,57.0,19
348,72509014739,2015-01-10T07:54:00,15.0,54.0,18
349,72509014739,2015-01-10T08:54:00,16.0,54.0,19
350,72509014739,2015-01-10T09:54:00,16.0,52.0,20
351,72509014739,2015-01-10T10:00:00,16.0,52.0,20
352,72509014739,2015-01-10T10:54:00,18.0,48.0,22
353,72509014739,2015-01-10T11:54:00,18.0,46.0,23
354,72509014739,2015-01-10T12:54:00,19.0,42.0,24
355,72509014739,2015-01-10T13:00:00,19.0,42.0,24
356,72509014739,2015-01-10T13:54:00,19.0,38.0,24
357,72509014739,2015-01-10T14:54:00,18.0,35.0,24
358,72509014739,2015-01-10T15:54:00,18.0,38.0,23
359,72509014739,2015-01-10T16:00:00,18.0,38.0,23
360,72509014739,2015-01-10T16:54:00,17.0,38.0,22
361,72509014739,2015-01-10T17:54:00,16.0,38.0,21
362,72509014739,2015-01-10T18:54:00,16.0,38.0,21
363,72509014739,2015-01-10T19:00:00,16.0,38.0,21
364,72509014739,2015-01-10T19:54:00,15.0,43.0,19
365,72509014739,2015-01-10T20:54:00,15.0,41.0,19
366,72509014739,2015-01-10T21:54:00,15.0,39.0,19
367,72509014739,2015-01-10T22:00:00,15.0,39.0,19
368,72509014739,2015-01-10T22:54:00,14.0,43.0,18
369,72509014739,2015-01-10T23:54:00,13.0,45.0,17
370,72509014739,2015-01-10T23:59:00,,,
371,72509014739,2015-01-11T00:54:00,13.0,47.0,17
372,72509014739,2015-01-11T01:00:00,13.0,47.0,17
373,72509014739,2015-01-11T01:54:00,13.0,47.0,17
374,72509014739,2015-01-11T02:54:00,13.0,47.0,17
375,72509014739,2015-01-11T03:54:00,13.0,45.0,17
376,72509014739,2015-01-11T04:00:00,13.0,45.0,17
377,72509014739,2015-01-11T04:54:00,12.0,53.0,15
378,72509014739,2015-01-11T05:54:00,13.0,49.0,16
379,72509014739,2015-01-11T06:54:00,13.0,49.0,16
380,72509014739,2015-01-11T07:00:00,13.0,49.0,16
381,72509014739,2015-01-11T07:54:00,14.0,49.0,18
382,72509014739,2015-01-11T08:54:00,15.0,45.0,19
383,72509014739,2015-01-11T09:54:00,16.0,45.0,20
384,72509014739,2015-01-11T10:00:00,16.0,45.0,20
385,72509014739,2015-01-11T10:54:00,18.0,44.0,23
386,72509014739,2015-01-11T11:54:00,21.0,42.0,26
387,72509014739,2015-01-11T12:54:00,23.0,38.0,29
388,72509014739,2015-01-11T13:00:00,23.0,38.0,29
389,72509014739,2015-01-11T13:54:00,22.0,34.0,28
390,72509014739,2015-01-11T14:54:00,23.0,38.0,29
391,72509014739,2015-01-11T15:54:00,23.0,36.0,29
392,72509014739,2015-01-11T16:00:00,23.0,36.0,29
393,72509014739,2015-01-11T16:54:00,22.0,43.0,28
394,72509014739,2015-01-11T17:54:00,23.0,47.0,28
395,72509014739,2015-01-11T18:54:00,24.0,47.0,29
396,72509014739,2015-01-11T19:00:00,24.0,47.0,29
397,72509014739,2015-01-11T19:54:00,25.0,47.0,30
398,72509014739,2015-01-11T20:54:00,25.0,51.0,30
399,72509014739,2015-01-11T21:54:00,26.0,58.0,30
400,72509014739,2015-01-11T22:00:00,26.0,58.0,30
401,72509014739,2015-01-11T22:54:00,28.0,64.0,32
402,72509014739,2015-01-11T23:54:00,29.0,64.0,33
403,72509014739,2015-01-11T23:59:00,,,
404,72509014739,2015-01-12T00:54:00,30.0,59.0,34
405,72509014739,2015-01-12T01:00:00,30.0,59.0,34
406,72509014739,2015-01-12T01:54:00,30.0,57.0,35
407,72509014739,2015-01-12T02:54:00,30.0,48.0,36
408,72509014739,2015-01-12T03:54:00,30.0,52.0,36
409,72509014739,2015-01-12T04:00:00,30.0,52.0,36
410,72509014739,2015-01-12T04:54:00,30.0,50.0,36
411,72509014739,2015-01-12T05:54:00,30.0,44.0,37
412,72509014739,2015-01-12T06:54:00,30.0,48.0,36
413,72509014739,2015-01-12T07:00:00,30.0,48.0,36
414,72509014739,2015-01-12T07:54:00,30.0,52.0,36
415,72509014739,2015-01-12T08:11:00,31.0,56.0,36
416,72509014739,2015-01-12T08:54:00,31.0,52.0,37
417,72509014739,2015-01-12T09:54:00,32.0,51.0,38
418,72509014739,2015-01-12T10:00:00,32.0,51.0,38
419,72509014739,2015-01-12T10:06:00,31.0,52.0,37
420,72509014739,2015-01-12T10:54:00,33.0,65.0,37
421,72509014739,2015-01-12T11:40:00,34.0,70.0,37
422,72509014739,2015-01-12T11:54:00,34.0,76.0,37
423,72509014739,2015-01-12T12:54:00,35.0,82.0,37
424,72509014739,2015-01-12T13:00:00,35.0,82.0,37
425,72509014739,2015-01-12T13:54:00,36.0,89.0,37
426,72509014739,2015-01-12T14:54:00,36.0,97.0,36
427,72509014739,2015-01-12T14:57:00,36.0,100.0,36
428,72509014739,2015-01-12T15:23:00,36.0,100.0,36
429,72509014739,2015-01-12T15:44:00,36.0,100.0,36
430,72509014739,2015-01-12T15:52:00,36.0,100.0,36
431,72509014739,2015-01-12T15:54:00,36.0,97.0,36
432,72509014739,2015-01-12T16:00:00,36.0,97.0,36
433,72509014739,2015-01-12T16:54:00,37.0,96.0,37
434,72509014739,2015-01-12T17:18:00,37.0,93.0,37
435,72509014739,2015-01-12T17:28:00,37.0,93.0,37
436,72509014739,2015-01-12T17:54:00,37.0,89.0,38
437,72509014739,2015-01-12T18:36:00,37.0,93.0,37
438,72509014739,2015-01-12T18:51:00,37.0,93.0,37
439,72509014739,2015-01-12T18:54:00,36.0,93.0,37
440,72509014739,2015-01-12T19:00:00,36.0,93.0,37
441,72509014739,2015-01-12T19:54:00,36.0,89.0,37
442,72509014739,2015-01-12T20:54:00,36.0,89.0,37
443,72509014739,2015-01-12T21:54:00,35.0,89.0,36
444,72509014739,2015-01-12T22:00:00,35.0,89.0,36
445,72509014739,2015-01-12T22:54:00,34.0,82.0,36
446,72509014739,2015-01-12T23:54:00,33.0,78.0,35
447,72509014739,2015-01-12T23:59:00,,,
448,72509014739,2015-01-13T00:54:00,31.0,70.0,34
449,72509014739,2015-01-13T01:00:00,31.0,70.0,34
450,72509014739,2015-01-13T01:54:00,29.0,61.0,33
451,72509014739,2015-01-13T02:54:00,27.0,61.0,31
452,72509014739,2015-01-13T03:54:00,26.0,58.0,30
453,72509014739,2015-01-13T04:00:00,26.0,58.0,30
454,72509014739,2015-01-13T04:54:00,25.0,63.0,28
455,72509014739,2015-01-13T05:54:00,21.0,58.0,25
456,72509014739,2015-01-13T06:54:00,18.0,52.0,22
457,72509014739,2015-01-13T07:00:00,18.0,52.0,22
458,72509014739,2015-01-13T07:54:00,16.0,48.0,20
459,72509014739,2015-01-13T08:54:00,15.0,43.0,19
460,72509014739,2015-01-13T09:54:00,15.0,45.0,19
461,72509014739,2015-01-13T10:00:00,15.0,45.0,19
462,72509014739,2015-01-13T10:54:00,16.0,45.0,20
463,72509014739,2015-01-13T11:54:00,17.0,42.0,22
464,72509014739,2015-01-13T12:54:00,18.0,42.0,23
465,72509014739,2015-01-13T13:00:00,18.0,42.0,23
466,72509014739,2015-01-13T13:54:00,19.0,38.0,24
